horaToma,Asset_id,A_Speed,Curr_fLevel,Curr_Temp
2017-10-05 00:05:41,29,101.700,76.400,86.000
2017-10-05 00:05:44,98,34.800,86.000,79.000
2017-10-05 00:05:46,589,0.000,76.800,77.000
2017-10-05 00:05:58,255,98.900,0.000,80.000
2017-10-05 00:06:41,29,99.600,80.800,83.000
2017-10-05 00:06:46,589,0.000,76.800,78.000
2017-10-05 00:06:53,672,98.800,91.600,84.000
2017-10-05 00:06:56,562,0.000,10.000,35.000
2017-10-05 00:07:01,211,0.000,0.000,82.000
2017-10-05 00:07:41,29,94.300,75.600,89.000
2017-10-05 00:07:44,98,12.400,87.600,79.000
2017-10-05 00:07:46,589,0.000,76.800,78.000
2017-10-05 00:01:54,360,104.300,0.000,90.000
2017-10-05 00:01:57,562,0.000,10.000,35.000
2017-10-05 00:02:02,369,0.000,0.000,81.000
2017-10-05 00:02:04,372,0.000,78.000,84.000
2017-10-05 00:02:40,658,75.800,100.000,84.000
2017-10-05 00:02:44,98,40.900,87.600,79.000
2017-10-05 00:02:47,578,48.500,96.000,74.000
2017-10-05 00:02:57,562,0.000,10.000,35.000
2017-10-05 00:07:52,435,100.700,86.000,83.000
2017-10-05 00:07:53,672,98.500,92.400,83.000
2017-10-05 00:08:51,659,50.600,0.000,78.000
2017-10-05 00:08:58,255,96.300,0.000,78.000
2017-10-05 00:09:34,641,0.000,79.200,81.000
2017-10-05 00:09:51,321,0.000,0.000,82.000
2017-10-05 00:09:54,360,104.700,0.000,86.000
2017-10-05 00:09:56,562,0.000,10.800,35.000
2017-10-05 00:10:01,211,17.300,0.000,81.000
2017-10-05 00:10:34,641,0.000,79.200,81.000
2017-10-05 00:10:40,658,41.000,98.400,83.000
2017-10-05 00:10:42,29,99.600,76.400,85.000
2017-10-05 00:10:48,424,0.000,0.000,86.000
2017-10-05 00:10:56,562,0.000,10.800,35.000
2017-10-05 00:11:50,290,1.100,0.000,78.000
2017-10-05 00:03:19,299,101.700,65.600,88.000
2017-10-05 00:03:54,360,104.300,0.000,87.000
2017-10-05 00:12:02,369,0.000,0.000,78.000
2017-10-05 00:12:44,98,1.100,88.000,79.000
2017-10-05 00:12:47,578,97.800,98.400,81.000
2017-10-05 00:12:51,321,88.300,0.000,82.000
2017-10-05 00:12:52,435,100.300,77.200,82.000
2017-10-05 00:12:53,672,53.100,85.600,81.000
2017-10-05 00:12:19,299,89.500,65.600,87.000
2017-10-05 00:13:40,658,37.200,97.600,84.000
2017-10-05 00:13:47,578,98.700,97.600,83.000
2017-10-05 00:14:51,321,100.300,0.000,86.000
2017-10-05 00:14:58,255,100.700,0.000,80.000
2017-10-05 00:15:47,578,89.400,96.800,85.000
2017-10-05 00:15:53,672,99.100,90.000,84.000
2017-10-05 00:15:19,299,56.100,53.200,82.000
2017-10-05 00:04:46,589,0.000,76.800,77.000
2017-10-05 00:04:54,360,104.200,0.000,88.000
2017-10-05 00:05:47,578,87.000,97.600,84.000
2017-10-05 00:05:48,424,99.900,0.000,82.000
2017-10-05 00:06:02,369,0.000,0.000,78.000
2017-10-05 00:16:40,658,1.200,99.200,78.000
2017-10-05 00:16:51,321,103.200,0.000,84.000
2017-10-05 00:17:01,211,88.400,0.000,88.000
2017-10-05 00:17:52,435,95.000,19.600,90.000
2017-10-05 00:18:34,641,0.000,80.000,79.000
2017-10-05 00:18:40,658,0.000,99.200,75.000
2017-10-05 00:18:46,589,0.000,76.800,76.000
2017-10-05 00:18:54,360,104.700,0.000,90.000
2017-10-05 00:18:58,255,99.300,0.000,82.000
2017-10-05 00:19:02,369,0.000,0.000,78.000
2017-10-05 00:06:52,435,73.100,86.000,81.000
2017-10-05 00:06:58,255,98.600,0.000,80.000
2017-10-05 00:06:40,658,25.700,100.000,83.000
2017-10-05 00:07:04,372,94.700,87.200,84.000
2017-10-05 00:07:51,659,0.400,0.000,81.000
2017-10-05 00:07:54,360,0.500,0.000,84.000
2017-10-05 00:07:59,644,77.500,88.000,83.000
2017-10-05 00:08:02,369,0.000,0.000,78.000
2017-10-05 00:08:53,672,98.800,90.800,83.000
2017-10-05 00:08:56,562,0.000,10.000,35.000
2017-10-05 00:19:47,578,98.400,97.600,84.000
2017-10-05 00:20:46,589,2.800,76.800,76.000
2017-10-05 00:20:50,290,0.000,0.800,79.000
2017-10-05 00:21:04,372,102.100,88.800,87.000
2017-10-05 00:21:44,98,0.000,88.400,78.000
2017-10-05 00:21:47,578,90.100,97.600,86.000
2017-10-05 00:21:48,424,90.300,0.000,86.000
2017-10-05 00:21:52,435,88.800,16.400,79.000
2017-10-05 00:21:53,672,98.500,88.400,77.000
2017-10-05 00:22:44,98,0.000,88.800,78.000
2017-10-05 00:22:51,659,28.600,0.000,80.000
2017-10-05 00:22:53,672,98.800,88.400,78.000
2017-10-05 00:23:34,641,0.000,80.000,80.000
2017-10-05 00:23:50,290,5.900,0.000,78.000
2017-10-05 00:23:53,672,98.600,88.400,79.000
2017-10-05 00:24:04,372,92.200,88.400,85.000
2017-10-05 00:24:52,435,79.000,19.200,80.000
2017-10-05 00:24:57,562,57.700,11.200,69.000
2017-10-05 00:25:02,369,0.000,0.000,78.000
2017-10-05 00:24:59,644,85.700,85.600,80.000
2017-10-05 00:08:59,644,66.600,86.800,83.000
2017-10-05 00:09:01,211,10.900,0.000,84.000
2017-10-05 00:09:44,98,0.400,88.400,79.000
2017-10-05 00:09:50,290,43.900,0.000,79.000
2017-10-05 00:25:47,578,87.200,98.400,84.000
2017-10-05 00:25:48,424,99.600,0.000,85.000
2017-10-05 00:26:19,299,45.100,53.200,83.000
2017-10-05 00:26:46,589,0.000,75.600,78.000
2017-10-05 00:11:01,211,61.400,0.000,84.000
2017-10-05 00:11:04,372,88.200,89.200,85.000
2017-10-05 00:11:46,589,0.000,76.800,77.000
2017-10-05 00:27:19,299,46.600,53.200,84.000
2017-10-05 00:27:46,589,19.400,73.200,78.000
2017-10-05 00:28:02,369,0.000,0.000,78.000
2017-10-05 00:28:04,372,71.300,89.200,84.000
2017-10-05 00:28:51,321,73.300,0.000,82.000
2017-10-05 00:28:47,578,90.400,98.400,84.000
2017-10-05 00:29:02,369,0.000,0.000,78.000
2017-10-05 00:29:19,299,82.800,49.600,87.000
2017-10-05 00:29:46,589,0.000,73.200,78.000
2017-10-05 00:31:02,211,101.200,0.000,90.000
2017-10-05 00:11:58,255,95.600,0.000,79.000
2017-10-05 00:12:50,290,22.000,0.000,79.000
2017-10-05 00:13:51,321,103.200,0.000,86.000
2017-10-05 00:13:54,360,104.700,0.000,88.000
2017-10-05 00:13:19,299,77.300,65.600,83.000
2017-10-05 00:14:40,658,25.100,98.400,83.000
2017-10-05 00:14:54,360,104.300,0.000,89.000
2017-10-05 00:15:44,98,0.000,88.400,78.000
2017-10-05 00:14:19,299,29.900,53.200,84.000
2017-10-05 00:16:02,369,0.000,0.000,78.000
2017-10-05 00:31:34,641,0.000,77.200,82.000
2017-10-05 00:32:19,299,98.500,49.600,88.000
2017-10-05 00:32:52,435,100.000,14.400,80.000
2017-10-05 00:33:19,299,99.200,49.600,89.000
2017-10-05 00:33:52,435,96.600,14.400,82.000
2017-10-05 00:34:51,321,97.200,0.000,88.000
2017-10-05 00:34:53,672,96.700,87.600,83.000
2017-10-05 00:34:58,255,9.600,0.000,79.000
2017-10-05 00:35:02,211,68.500,0.000,91.000
2017-10-05 00:16:04,372,69.400,88.800,85.000
2017-10-05 00:16:44,98,0.000,88.800,78.000
2017-10-05 00:16:46,589,0.000,76.800,76.000
2017-10-05 00:16:52,435,73.900,19.600,87.000
2017-10-05 00:16:54,360,104.400,0.000,90.000
2017-10-05 00:17:19,299,12.100,53.200,83.000
2017-10-05 00:35:52,435,96.300,25.200,87.000
2017-10-05 00:36:02,369,0.000,0.000,78.000
2017-10-05 00:31:04,372,16.900,88.000,83.000
2017-10-05 00:36:42,29,97.200,72.400,86.000
2017-10-05 00:36:51,321,103.200,0.000,85.000
2017-10-05 00:36:58,255,37.000,0.000,81.000
2017-10-05 00:18:01,211,94.000,0.000,83.000
2017-10-05 00:18:04,372,0.000,87.200,83.000
2017-10-05 00:18:51,659,0.000,0.000,80.000
2017-10-05 00:37:34,641,44.400,74.400,81.000
2017-10-05 00:34:57,562,35.700,8.800,78.000
2017-10-05 00:37:50,290,80.900,0.000,88.000
2017-10-05 00:37:51,659,0.000,0.000,80.000
2017-10-05 00:37:59,644,64.100,86.400,83.000
2017-10-05 00:37:57,562,33.000,8.400,79.000
2017-10-05 00:18:57,562,7.500,10.800,44.000
2017-10-05 00:19:01,211,99.000,0.000,87.000
2017-10-05 00:19:04,372,53.600,82.400,83.000
2017-10-05 00:19:40,658,0.000,100.000,74.000
2017-10-05 00:19:42,29,80.100,76.800,89.000
2017-10-05 00:19:44,98,0.000,88.800,79.000
2017-10-05 00:19:46,589,0.000,76.800,76.000
2017-10-05 00:19:52,435,95.000,19.600,85.000
2017-10-05 00:19:57,562,21.100,10.800,46.000
2017-10-05 00:38:19,299,99.100,49.600,91.000
2017-10-05 00:38:52,435,61.100,25.200,88.000
2017-10-05 00:38:59,644,0.000,86.400,80.000
2017-10-05 00:39:58,255,13.900,0.000,81.000
2017-10-05 00:40:02,369,0.000,0.000,78.000
2017-10-05 00:40:48,424,34.400,0.000,77.000
2017-10-05 00:41:19,299,90.000,49.600,90.000
2017-10-05 00:41:58,255,0.000,0.000,81.000
2017-10-05 00:42:02,369,0.000,0.000,78.000
2017-10-05 00:41:57,562,0.000,7.600,78.000
2017-10-05 00:42:19,299,99.400,49.600,89.000
2017-10-05 00:42:48,424,43.300,0.000,76.000
2017-10-05 00:42:51,659,99.500,0.000,83.000
2017-10-05 00:42:53,672,91.600,84.800,85.000
2017-10-05 00:21:42,29,101.000,80.800,84.000
2017-10-05 00:22:02,369,0.000,0.000,78.000
2017-10-05 00:22:42,29,92.500,85.200,88.000
2017-10-05 00:22:47,578,66.700,96.800,85.000
2017-10-05 00:22:57,562,50.800,11.200,63.000
2017-10-05 00:23:04,372,92.500,87.200,86.000
2017-10-05 00:44:47,578,88.900,97.600,72.000
2017-10-05 00:44:50,290,99.900,0.000,88.000
2017-10-05 00:42:51,321,82.400,0.000,86.000
2017-10-05 00:43:51,321,98.200,0.000,78.000
2017-10-05 00:23:42,29,100.700,78.400,81.000
2017-10-05 00:23:58,255,99.900,0.000,81.000
2017-10-05 00:24:02,369,0.000,0.000,78.000
2017-10-05 00:24:44,98,0.000,88.400,78.000
2017-10-05 00:24:48,424,99.800,0.000,83.000
2017-10-05 00:46:47,578,75.400,97.600,75.000
2017-10-05 00:46:52,435,75.900,24.800,86.000
2017-10-05 00:47:02,211,97.500,0.000,83.000
2017-10-05 00:47:59,644,0.000,88.000,82.000
2017-10-05 00:48:19,299,93.200,49.600,87.000
2017-10-05 00:48:46,589,72.900,77.600,80.000
2017-10-05 00:48:59,644,0.000,90.000,82.000
2017-10-05 00:49:19,299,95.100,49.600,90.000
2017-10-05 00:49:34,641,0.000,79.200,81.000
2017-10-05 00:49:42,29,103.200,75.200,85.000
2017-10-05 00:25:34,641,0.000,80.000,80.000
2017-10-05 00:25:50,290,1.500,0.000,79.000
2017-10-05 00:25:52,435,37.000,24.000,78.000
2017-10-05 00:25:58,255,99.600,0.000,79.000
2017-10-05 00:26:40,658,0.000,100.000,74.000
2017-10-05 00:26:51,659,100.000,0.000,83.000
2017-10-05 00:27:02,369,0.000,0.000,78.000
2017-10-05 00:27:04,372,71.700,88.000,83.000
2017-10-05 00:49:59,644,33.100,85.200,82.000
2017-10-05 00:50:47,578,97.800,97.600,82.000
2017-10-05 00:50:48,424,41.100,0.000,77.000
2017-10-05 00:50:59,644,29.400,84.400,83.000
2017-10-05 00:51:42,29,103.200,75.600,87.000
2017-10-05 00:51:52,435,95.600,17.600,88.000
2017-10-05 00:51:58,255,0.000,0.000,78.000
2017-10-05 00:52:19,299,94.900,49.600,89.000
2017-10-05 00:52:47,578,99.500,98.400,83.000
2017-10-05 00:52:48,424,0.000,0.000,78.000
2017-10-05 00:52:53,672,90.600,96.800,84.000
2017-10-05 00:25:54,360,91.600,0.000,87.000
2017-10-05 00:33:53,360,103.200,0.000,77.000
2017-10-05 00:53:34,641,63.800,80.400,83.000
2017-10-05 00:53:47,578,98.700,98.400,84.000
2017-10-05 00:36:53,360,103.600,0.000,83.000
2017-10-05 00:53:52,435,99.300,28.400,88.000
2017-10-05 00:53:57,562,0.700,5.600,78.000
2017-10-05 00:54:02,211,88.700,0.000,88.000
2017-10-05 00:27:58,255,74.800,0.000,77.000
2017-10-05 00:28:58,255,42.800,0.000,78.000
2017-10-05 00:53:53,360,88.500,0.000,76.000
2017-10-05 00:55:02,369,0.000,0.000,78.000
2017-10-05 00:45:03,372,68.100,82.000,84.000
2017-10-05 00:47:03,372,38.500,86.800,85.000
2017-10-05 00:55:42,29,99.900,74.400,87.000
2017-10-05 00:52:04,372,99.900,85.600,87.000
2017-10-05 00:55:34,641,91.300,75.600,83.000
2017-10-05 00:55:47,578,95.600,98.400,84.000
2017-10-05 00:55:48,424,9.500,0.000,79.000
2017-10-05 00:55:53,672,99.300,92.800,84.000
2017-10-05 00:29:34,641,0.000,79.600,81.000
2017-10-05 00:29:40,658,30.500,100.000,73.000
2017-10-05 00:29:47,578,94.000,98.400,84.000
2017-10-05 00:29:51,659,98.300,0.000,80.000
2017-10-05 00:30:34,641,0.000,79.200,81.000
2017-10-05 00:30:47,578,79.800,97.600,85.000
2017-10-05 00:01:41,29,102.100,81.200,85.000
2017-10-05 00:01:52,435,72.200,14.800,81.000
2017-10-05 00:01:58,255,98.900,0.000,80.000
2017-10-05 00:02:01,211,0.000,0.000,83.000
2017-10-05 00:02:52,435,96.900,18.400,82.000
2017-10-05 00:02:59,644,72.200,88.400,83.000
2017-10-05 00:03:01,211,0.000,0.000,83.000
2017-10-05 00:56:34,641,86.400,74.800,82.000
2017-10-05 00:57:24,658,0.000,100.000,73.000
2017-10-05 00:57:46,589,0.000,72.000,76.000
2017-10-05 00:57:51,659,99.500,0.000,80.000
2017-10-05 00:57:53,672,98.800,96.800,83.000
2017-10-05 00:30:56,562,0.000,6.000,80.000
2017-10-05 00:30:59,644,44.800,87.200,83.000
2017-10-05 00:31:02,369,0.000,0.000,78.000
2017-10-05 00:31:19,299,88.900,49.600,87.000
2017-10-05 00:31:46,589,0.000,73.200,77.000
2017-10-05 00:31:47,578,95.700,97.600,84.000
2017-10-05 00:31:52,435,100.000,32.400,81.000
2017-10-05 00:31:50,290,78.300,0.000,87.000
2017-10-05 00:03:50,290,0.000,0.000,79.000
2017-10-05 00:03:52,435,88.000,14.800,86.000
2017-10-05 00:04:51,659,98.900,0.000,82.000
2017-10-05 00:58:02,369,0.000,0.000,78.000
2017-10-05 00:58:53,360,11.800,0.000,79.000
2017-10-05 00:59:51,659,99.400,0.000,82.000
2017-10-05 00:59:52,435,44.100,34.800,87.000
2017-10-05 01:00:02,211,6.800,0.000,89.000
2017-10-05 01:00:46,589,0.000,72.000,76.000
2017-10-05 00:32:34,641,9.800,78.400,82.000
2017-10-05 00:32:48,424,67.800,0.000,82.000
2017-10-05 00:32:53,672,94.600,86.800,83.000
2017-10-05 00:32:59,644,27.900,86.800,80.000
2017-10-05 00:33:02,369,0.000,0.000,78.000
2017-10-05 00:33:34,641,13.800,78.800,81.000
2017-10-05 01:01:53,672,93.100,99.200,84.000
2017-10-05 01:01:57,562,0.000,5.200,77.000
2017-10-05 01:01:59,644,33.400,86.400,83.000
2017-10-05 01:02:02,369,0.000,0.000,78.000
2017-10-05 01:02:24,658,42.000,100.000,76.000
2017-10-05 00:04:57,562,0.000,10.000,35.000
2017-10-05 00:05:19,299,101.900,65.600,84.000
2017-10-05 00:05:40,658,78.700,100.000,81.000
2017-10-05 00:05:53,672,96.900,90.000,83.000
2017-10-05 00:05:52,435,100.300,14.800,80.000
2017-10-05 00:05:59,644,62.000,88.400,83.000
2017-10-05 00:06:19,299,101.800,65.600,85.000
2017-10-05 00:06:51,659,61.800,0.000,84.000
2017-10-05 00:07:34,641,0.000,79.200,81.000
2017-10-05 00:07:47,578,97.800,98.400,83.000
2017-10-05 00:33:50,290,79.200,0.000,88.000
2017-10-05 00:34:02,369,0.000,0.000,78.000
2017-10-05 00:34:42,29,102.800,78.000,85.000
2017-10-05 00:34:50,290,54.100,0.000,89.000
2017-10-05 00:34:52,435,34.900,14.400,85.000
2017-10-05 00:34:59,644,0.000,86.400,82.000
2017-10-05 01:03:57,562,0.000,5.200,77.000
2017-10-05 01:04:19,299,99.600,49.600,88.000
2017-10-05 00:08:40,658,45.600,100.000,84.000
2017-10-05 00:08:41,29,101.700,82.000,76.000
2017-10-05 00:08:52,435,89.600,86.000,80.000
2017-10-05 00:09:02,369,0.000,0.000,78.000
2017-10-05 00:09:40,658,38.800,100.000,83.000
2017-10-05 00:09:46,589,2.000,76.800,78.000
2017-10-05 00:35:46,589,0.500,89.600,79.000
2017-10-05 00:35:53,672,95.400,89.200,83.000
2017-10-05 00:35:58,255,43.500,0.000,80.000
2017-10-05 00:35:59,644,6.300,86.800,82.000
2017-10-05 00:34:03,372,0.000,87.200,82.000
2017-10-05 01:04:50,290,0.000,0.000,84.000
2017-10-05 01:04:57,562,0.000,5.200,77.000
2017-10-05 01:05:04,372,101.900,87.200,83.000
2017-10-05 01:05:19,299,98.700,49.600,89.000
2017-10-05 01:05:46,578,52.300,91.600,80.000
2017-10-05 01:05:51,321,13.500,0.000,80.000
2017-10-05 01:05:53,672,98.900,94.400,82.000
2017-10-05 01:06:53,672,99.000,92.400,84.000
2017-10-05 01:06:52,435,0.000,50.000,82.000
2017-10-05 01:06:59,644,0.000,91.200,68.000
2017-10-05 01:07:04,372,102.100,86.400,84.000
2017-10-05 01:07:51,321,101.100,0.000,85.000
2017-10-05 00:09:59,644,69.700,88.800,83.000
2017-10-05 00:10:02,369,0.000,0.000,78.000
2017-10-05 00:10:44,98,3.800,87.600,79.000
2017-10-05 00:10:50,290,0.500,0.000,79.000
2017-10-05 00:10:59,644,64.600,88.400,83.000
2017-10-05 00:36:52,435,86.100,25.200,90.000
2017-10-05 00:37:02,211,102.500,0.000,84.000
2017-10-05 00:36:59,644,10.800,85.600,82.000
2017-10-05 00:37:40,658,82.900,99.200,78.000
2017-10-05 00:33:56,562,25.200,8.800,79.000
2017-10-05 01:07:19,299,90.100,49.600,88.000
2017-10-05 01:08:41,29,0.000,78.400,81.000
2017-10-05 01:08:52,435,3.200,14.400,78.000
2017-10-05 00:11:40,658,36.200,97.600,83.000
2017-10-05 00:11:47,578,94.400,97.600,81.000
2017-10-05 00:11:53,672,33.300,91.600,83.000
2017-10-05 00:11:59,644,71.700,88.800,83.000
2017-10-05 00:12:40,658,2.400,98.400,84.000
2017-10-05 00:12:54,360,105.500,0.000,87.000
2017-10-05 00:12:58,255,98.600,0.000,79.000
2017-10-05 00:13:02,369,6.000,0.000,78.000
2017-10-05 00:35:57,562,19.400,8.400,79.000
2017-10-05 00:38:03,372,89.700,90.400,79.000
2017-10-05 00:38:40,658,79.800,99.200,77.000
2017-10-05 00:39:19,299,94.200,49.600,88.000
2017-10-05 01:09:46,589,0.000,72.000,76.000
2017-10-05 01:09:50,290,90.500,0.000,88.000
2017-10-05 01:09:51,321,101.100,0.000,85.000
2017-10-05 01:09:52,435,26.600,22.800,77.000
2017-10-05 01:10:34,641,57.400,73.200,82.000
2017-10-05 01:10:51,659,38.200,0.000,78.000
2017-10-05 01:10:57,562,0.000,5.200,77.000
2017-10-05 01:11:41,29,0.000,79.600,78.000
2017-10-05 01:13:46,589,23.700,72.000,77.000
2017-10-05 01:13:51,659,0.000,0.000,78.000
2017-10-05 00:13:44,98,0.000,88.800,79.000
2017-10-05 00:13:48,424,67.000,0.000,87.000
2017-10-05 00:13:50,290,0.500,0.000,79.000
2017-10-05 00:14:04,372,77.400,89.600,83.000
2017-10-05 00:14:44,98,0.000,88.400,79.000
2017-10-05 00:14:53,672,98.800,90.800,84.000
2017-10-05 00:14:56,562,0.000,10.800,35.000
2017-10-05 00:14:51,659,3.400,0.000,77.000
2017-10-05 00:15:42,29,102.800,77.200,87.000
2017-10-05 00:15:46,589,0.000,76.800,76.000
2017-10-05 00:15:01,211,85.400,0.000,87.000
2017-10-05 00:15:58,255,99.600,0.000,80.000
2017-10-05 00:15:51,321,99.000,0.000,88.000
2017-10-05 00:39:50,290,98.900,0.000,88.000
2017-10-05 00:39:52,435,63.500,25.200,88.000
2017-10-05 00:39:48,424,43.900,0.000,84.000
2017-10-05 00:41:02,369,0.000,0.000,78.000
2017-10-05 00:16:19,299,34.700,53.200,86.000
2017-10-05 00:16:47,578,64.600,97.600,85.000
2017-10-05 00:16:53,672,83.000,91.600,84.000
2017-10-05 00:17:04,372,50.500,85.600,84.000
2017-10-05 00:17:02,369,0.000,0.000,78.000
2017-10-05 00:17:34,641,0.000,79.600,79.000
2017-10-05 00:17:44,98,0.000,88.800,78.000
2017-10-05 00:17:51,659,0.000,0.000,79.000
2017-10-05 00:17:53,672,0.000,90.000,82.000
2017-10-05 00:17:54,360,104.300,0.000,87.000
2017-10-05 00:17:56,562,4.800,10.800,42.000
2017-10-05 00:18:19,299,0.000,53.200,83.000
2017-10-05 00:18:52,435,93.300,19.600,83.000
2017-10-05 00:18:53,672,71.000,86.000,81.000
2017-10-05 01:13:57,562,0.000,5.200,77.000
2017-10-05 01:14:34,641,97.400,73.600,81.000
2017-10-05 01:11:19,299,39.500,49.600,88.000
2017-10-05 01:12:19,299,0.000,49.600,88.000
2017-10-05 01:14:48,424,2.000,0.000,80.000
2017-10-05 01:14:51,321,102.300,0.000,85.000
2017-10-05 01:13:19,299,38.100,49.600,85.000
2017-10-05 01:14:19,299,87.100,49.600,91.000
2017-10-05 01:15:52,435,21.800,27.600,84.000
2017-10-05 01:16:24,658,0.000,99.200,74.000
2017-10-05 01:16:41,29,0.000,81.200,79.000
2017-10-05 01:16:51,321,68.400,0.000,86.000
2017-10-05 01:16:53,360,0.000,0.000,77.000
2017-10-05 01:16:52,435,1.100,30.800,83.000
2017-10-05 01:16:58,255,0.000,0.000,77.000
2017-10-05 01:17:04,372,102.100,87.200,82.000
2017-10-05 00:19:58,255,64.100,0.000,82.000
2017-10-05 00:19:59,644,91.100,87.600,83.000
2017-10-05 00:20:34,641,0.000,80.000,79.000
2017-10-05 00:20:44,98,0.000,88.400,79.000
2017-10-05 00:20:47,578,95.400,97.600,84.000
2017-10-05 00:20:51,659,24.400,0.000,79.000
2017-10-05 00:20:58,255,96.900,0.000,83.000
2017-10-05 00:21:01,211,92.700,0.000,88.000
2017-10-05 01:17:58,255,0.000,0.000,78.000
2017-10-05 01:10:02,211,57.400,0.000,84.000
2017-10-05 01:18:34,641,96.500,72.800,80.000
2017-10-05 01:18:46,589,89.900,72.800,79.000
2017-10-05 01:18:53,360,0.000,0.000,77.000
2017-10-05 01:14:02,211,45.600,0.000,82.000
2017-10-05 01:17:01,211,101.200,0.000,83.000
2017-10-05 01:19:48,424,0.000,0.000,78.000
2017-10-05 01:19:53,672,99.000,87.600,84.000
2017-10-05 01:19:57,562,0.000,5.200,77.000
2017-10-05 01:19:52,435,0.000,24.800,78.000
2017-10-05 01:20:45,589,98.200,78.400,83.000
2017-10-05 01:20:48,424,0.000,0.000,78.000
2017-10-05 01:20:53,672,98.900,90.000,82.000
2017-10-05 00:22:48,424,99.700,0.000,84.000
2017-10-05 00:23:46,589,44.000,74.000,78.000
2017-10-05 00:42:57,562,0.000,6.000,78.000
2017-10-05 00:43:03,372,101.400,86.000,84.000
2017-10-05 00:43:51,659,99.400,0.000,82.000
2017-10-05 01:22:24,658,69.000,98.400,80.000
2017-10-05 00:43:57,562,0.000,5.200,77.000
2017-10-05 00:44:34,641,0.000,79.600,81.000
2017-10-05 00:44:40,658,9.300,99.200,75.000
2017-10-05 00:44:51,659,99.300,0.000,81.000
2017-10-05 00:45:19,299,80.900,49.600,91.000
2017-10-05 01:19:19,299,71.300,49.600,89.000
2017-10-05 01:23:46,589,96.500,74.400,84.000
2017-10-05 01:23:47,578,0.000,98.400,72.000
2017-10-05 01:23:51,659,99.300,0.000,84.000
2017-10-05 01:24:19,299,62.000,49.600,85.000
2017-10-05 01:24:53,360,0.000,0.000,77.000
2017-10-05 00:45:51,659,99.700,0.000,81.000
2017-10-05 00:45:57,562,0.000,5.200,77.000
2017-10-05 00:46:02,369,0.000,0.000,77.000
2017-10-05 00:46:34,641,0.000,79.200,81.000
2017-10-05 00:46:42,29,50.600,79.200,81.000
2017-10-05 00:46:53,672,93.700,92.800,84.000
2017-10-05 00:47:19,299,80.600,49.600,91.000
2017-10-05 00:24:34,641,0.000,80.000,81.000
2017-10-05 00:24:53,672,98.800,88.400,80.000
2017-10-05 00:25:04,372,83.100,88.800,83.000
2017-10-05 00:25:19,299,55.600,53.200,78.000
2017-10-05 00:25:44,98,0.000,88.400,78.000
2017-10-05 00:25:51,321,103.200,0.000,84.000
2017-10-05 00:26:52,435,94.100,26.000,81.000
2017-10-05 00:26:53,672,98.800,88.400,81.000
2017-10-05 00:26:58,255,99.600,0.000,77.000
2017-10-05 00:27:51,321,0.000,0.000,82.000
2017-10-05 00:28:19,299,30.400,49.600,86.000
2017-10-05 01:25:51,321,103.200,0.000,87.000
2017-10-05 01:25:51,659,98.900,0.000,81.000
2017-10-05 01:26:58,255,0.000,0.000,78.000
2017-10-05 01:27:46,589,84.800,74.400,85.000
2017-10-05 01:28:19,299,97.800,74.400,85.000
2017-10-05 00:28:44,98,0.000,88.400,78.000
2017-10-05 00:28:46,589,7.500,73.200,79.000
2017-10-05 00:28:48,424,89.800,0.000,81.000
2017-10-05 00:28:52,435,89.300,26.000,82.000
2017-10-05 00:29:48,424,84.800,0.000,82.000
